index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
14274,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,23,4301
14346,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,23,4721
14347,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,23,4721
14348,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,23,4721
14402,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,23,5619
14403,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,23,5619
14404,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,23,5619
14405,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,23,5619
14406,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,23,5619
14407,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,23,5619
14426,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,23,8817
14428,SpiceJet,SG-8910,Delhi,Morning,one,Morning,Bangalore,Economy,23.92,23,10077
14474,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,24,3737
14478,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,24,4301
14479,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,24,4301
14561,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,24,4721
14562,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,24,4721
14563,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,24,4721
14630,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,24,5619
14631,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,24,5619
14632,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,24,5619
14633,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,24,5619
14634,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,24,5619
14635,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,24,5619
14638,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,24,5936
14721,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,25,3737
14722,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,25,3754
14730,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,25,4301
14807,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,25,4721
14808,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,25,4721
14809,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,25,4721
14856,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,25,5619
14857,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,25,5619
14858,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,25,5619
14859,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,25,5619
14860,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,25,5619
14861,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,25,5619
14880,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,25,8291
14955,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,26,3737
14956,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,26,3754
14965,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,26,4301
15039,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,26,4721
15040,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,26,4721
15041,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,26,4721
15088,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,26,5619
15089,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,26,5619
15090,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,26,5619
15091,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,26,5619
15092,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,26,5619
15093,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,26,5619
15095,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,26,5936
15178,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,27,3737
15179,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,27,3754
15180,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,27,3877
15252,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,27,4721
15253,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,27,4721
15299,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,27,5619
15300,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,27,5619
15301,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,27,5619
15302,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,27,5619
15303,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,27,5619
15304,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,27,5619
15321,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,27,10077
15366,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,28,3330
15367,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,28,3330
15392,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,28,3737
15465,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,28,4721
15466,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,28,4721
15467,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,28,4721
15515,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,28,5619
15516,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,28,5619
15517,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,28,5619
15518,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,28,5619
15519,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,28,5619
15520,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,28,5619
15536,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,28,8817
15574,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,29,3185
15606,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,29,3877
15682,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,29,4721
15683,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,29,4721
15684,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,29,4721
15733,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,29,5619
15734,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,29,5619
15735,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,29,5619
15736,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,29,5619
15806,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,30,3569
15818,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,30,3663
15911,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,30,4500
15912,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,30,4500
15913,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,30,4500
15950,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,30,5610
15956,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,30,6427
15960,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,30,6427
15963,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,30,7685
15964,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,30,7897
15966,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,30,8081
15970,SpiceJet,SG-8910,Delhi,Morning,one,Morning,Bangalore,Economy,23.92,30,8947
15972,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,30,9788
16003,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,31,3569
16005,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,31,3569
16023,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,31,3663
16143,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,31,4500
16145,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,31,4500
16146,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,31,4500
16177,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,31,5610
16184,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,31,6427
16185,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,31,6427
16189,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,31,6427
16198,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,31,7685
16201,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,31,8081
16204,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,31,9788
16249,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,32,3569
16250,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,32,3569
16259,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,32,3663
16366,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,32,4500
16368,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4500
16369,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,32,4500
16398,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,32,5610
16404,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,32,6427
16405,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,32,6427
16411,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,32,6427
16425,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,32,8081
16426,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,32,9788
16427,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,32,9867
16466,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,33,3569
16474,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,33,3569
16484,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,33,3663
16590,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,33,4500
16592,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,33,4500
16593,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,33,4500
16629,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,33,6041
16630,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,33,6427
16631,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,33,6427
16642,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,33,7057
16647,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,33,7685
16648,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,33,8081
16650,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,33,9788
16690,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,34,3569
16698,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,34,3663
16774,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,34,4152
16798,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,34,4500
16800,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,34,4500
16801,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,34,4500
16840,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,34,6671
16841,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,34,6741
16851,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,34,7477
16853,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,34,8081
16857,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,34,9788
16858,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,34,9867
16859,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,34,10417
16902,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,35,3569
16908,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,35,3663
16909,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,35,4152
17006,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,35,4500
17008,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,35,4500
17009,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,35,4500
17063,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,35,7477
17065,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,35,7511
17066,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,35,7685
17069,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,35,8081
17071,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,35,8421
17075,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,35,9788
17081,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,35,12097
17135,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,36,3663
17136,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,36,4152
17227,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,36,4500
17229,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,36,4500
17230,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,36,4500
17270,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,36,5831
17289,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,36,8081
17292,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,36,9788
17293,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,36,9867
17350,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,37,3663
17355,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,37,4152
17436,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,37,4500
17438,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,37,4500
17439,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,37,4500
17480,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,37,5610
17488,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,37,6427
17497,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,37,6427
17501,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,37,7057
17503,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,37,7685
17506,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,37,8081
17510,SpiceJet,SG-8910,Delhi,Morning,one,Morning,Bangalore,Economy,23.92,37,8421
17512,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,37,9788
17547,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,38,3663
17551,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,38,4152
17643,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,38,4468
17652,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,38,4500
17653,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,38,4500
17654,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,38,4500
17714,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,38,6427
17720,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,38,6427
17724,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,38,6741
17729,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,38,7604
17730,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,38,7685
17737,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,38,8081
17739,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,38,9788
17775,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,39,3569
17782,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,39,3663
17783,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,39,4152
17896,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,39,4500
17897,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,39,4500
17898,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,39,4500
17934,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,39,5610
17938,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,39,6427
17939,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,39,6427
17948,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,39,6427
17960,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,39,8081
17962,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,39,9788
17963,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,39,9867
18006,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,40,3569
18019,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,40,3663
18020,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,40,4152
18124,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,40,4500
18126,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,40,4500
18127,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,40,4500
18157,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,40,5610
18162,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,40,6427
18163,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,40,6427
18174,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,40,6427
18179,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,40,7685
18180,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,40,8081
18184,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,40,9788
18219,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,41,3569
18224,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,41,3569
18238,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,41,3663
18337,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,41,4500
18339,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,41,4500
18340,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,41,4500
18367,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,41,5610
18378,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,41,6427
18387,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,41,6427
18394,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,41,7897
18395,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,41,8609
18396,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,41,9788
18397,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,41,9867
18441,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,42,3569
18442,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,42,3569
18450,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,42,3663
18556,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,42,4500
18558,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,42,4500
18559,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,42,4500
18584,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,42,5610
18601,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,42,6427
18605,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,42,6427
18611,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,42,7685
18612,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,42,8081
18613,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,42,8947
18614,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,42,9788
18652,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,43,3569
18671,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,43,3663
18777,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,43,4500
18779,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,43,4500
18780,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,43,4500
18809,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,43,5610
18826,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,43,8081
18828,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,43,9788
18829,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,43,9867
18873,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.33,44,3569
18925,SpiceJet,SG-8169,Delhi,Evening,one,Night,Bangalore,Economy,26.42,44,4068
18977,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,44,4500
18979,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,44,4500
18980,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,44,4500
19007,SpiceJet,SG-480,Delhi,Evening,one,Afternoon,Bangalore,Economy,20.08,44,5610
19011,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,44,5610
19016,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,44,6427
19020,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,14.0,44,6427
19021,SpiceJet,SG-8411,Delhi,Evening,one,Night,Bangalore,Economy,26.92,44,6427
19027,SpiceJet,SG-8910,Delhi,Morning,one,Morning,Bangalore,Economy,24.42,44,6741
19029,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.5,44,7057
19034,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,44,8081
19125,SpiceJet,SG-8723,Delhi,Morning,one,Night,Bangalore,Economy,13.33,45,4068
19126,SpiceJet,SG-8701,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.83,45,4068
